rgn_id,year,value
1,2013,0.1097338427323848
2,2013,0.05657893102616072
3,2013,0.13650340121239424
4,2013,0.1619377319701016
5,2013,0.1557153014931828
6,2013,0.11030387966893614
7,2013,0.06286379946395755
8,2013,0.13679506964981555
